#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-08-29T21:46:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5400f3a61a6e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJS/167/40&tab:{J/ApJS/167/40/catalog}&key:source=J/ApJS/167/40/catalog&HTTPPRM:&&-ref=VIZ5400f3a61a6e&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/167/40/catalog
#-order=I
#-out=S
#S=wd
#-out=SpClass
#-out=WD
#-out=SDSS
#-out=pm
#-out=pmPA
#-out=umag
#-out=gmag
#-out=rmag
#-out=imag
#-out=zmag
#-out=Teff
#Sloan=SDSS
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_21670040
#Name: J/ApJS/167/40
#Title: SDSS4 confirmed white dwarfs catalog (Eisenstein+, 2006)
#Table	J_ApJS_167_40_catalog:
#Name: J/ApJS/167/40/catalog
#Title: SDSS DR4 white dwarfs and hot subdwarfs {\em(tables 1 and 1c of catalog)}
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	S	(A2)	{\bf wd} for white dwarfs, or {\bf sd} for subdwarfs	[ucd=src.class]
#Column	SpClass	(a12)	Spectral Classification	[ucd=spect.index]
#Column	WD	(a10)	McCook & Sion (1999, see Cat. III/235) WD catalog ID (as of 2005 August)	[ucd=meta.id]
#Column	SDSS	(a19)	The IAU name, JHHMMSS.ss+DDMMSS.s \linkRole{SDSS-DR4 photometric data} (3)	[ucd=meta.id;meta.main]
#Column	pm	(F7.1)	? Proper motion	[ucd=pos.pm]
#Column	pmPA	(F5.1)	? Proper-motion position angle, where 0 = north, 90 = east, etc	[ucd=pos.pm;pos.posAng]
#Column	umag	(F6.3)	? SDSS u-band PSF as observed magnitude	[ucd=phot.mag;em.opt.U]
#Column	gmag	(F6.3)	? SDSS g-band PSF as observed magnitude	[ucd=phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r-band PSF as observed magnitude	[ucd=phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i-band PSF as observed magnitude	[ucd=phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z-band PSF as observed magnitude	[ucd=phot.mag;em.opt.I]
#Column	Teff	(I6)	Autofit temperature	[ucd=phys.temperature]
#Column	RAJ2000	(F10.6)	Decimal degree right ascension (J2000) (4)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Decimal degree declination (J2000) (4)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	S	SpClass	WD	SDSS	pm	pmPA	umag	gmag	rmag	imag	zmag	Teff	RAJ2000	DEJ2000
135.582843	+40.235988	wd	DC:         	          	J090219.88+401409.5	   47.5	208.7	20.134	20.130	20.265	20.451	20.577	 11960	135.582843	+40.235988
135.613067	+42.844176	wd	DA_auto     	          	J090227.13+425039.0	   17.2	 27.7	19.361	18.985	19.034	19.105	19.298	  9421	135.613067	+42.844176
135.623653	+30.666182	wd	DQAhot      	          	J090229.67+303958.2	   13.4	202.9	18.750	18.878	19.192	19.561	19.723	 72518	135.623653	+30.666182
135.633989	+33.921747	wd	DA_auto     	          	J090232.15+335518.2	   20.2	217.5	20.360	20.252	20.524	20.793	21.475	 17828	135.633989	+33.921747
135.634078	+07.324996	wd	DB          	          	J090232.17+071929.9	   18.2	286.5	18.543	18.711	19.050	19.376	19.476	 29083	135.634078	+07.324996
135.650170	+34.159313	wd	DA          	          	J090236.04+340933.5	    6.9	151.7	20.194	20.263	20.656	20.894	21.123	 24442	135.650170	+34.159313
135.651744	+00.557925	wd	DA          	0900+007  	J090236.41+003328.5	    5.4	310.6	20.265	19.991	20.155	20.415	20.377	 13487	135.651744	+00.557925
135.656599	+47.746729	wd	DA_auto     	          	J090237.58+474448.2	    6.2	299.5	19.542	19.927	20.490	20.797	20.731	 47368	135.656599	+47.746729
135.665562	+36.749455	wd	DB          	          	J090239.73+364458.0	   14.0	169.8	17.264	17.341	17.672	17.905	18.176	 17709	135.665562	+36.749455
135.681829	+42.139101	wd	DA_auto     	          	J090243.63+420820.7	   35.6	118.1	20.774	20.194	20.312	20.647	20.959	 11621	135.681829	+42.139101
135.717644	+41.679225	wd	DA_auto     	          	J090252.23+414045.2	   25.0	202.7	19.232	18.821	18.980	19.035	19.328	 11300	135.717644	+41.679225
135.720880	+10.545236	wd	DA_auto     	          	J090253.01+103242.8	    3.4	230.4	20.450	20.083	20.162	20.382	20.636	 10446	135.720880	+10.545236
135.722130	+58.657054	wd	DC          	0859+588  	J090253.31+583925.3	   31.4	224.3	20.306	20.149	20.128	20.201	20.339	 10217	135.722130	+58.657054
135.725374	+57.972754	wd	DA          	0859+581  	J090254.08+575821.9	    8.2	150.7	18.199	17.942	18.263	18.515	18.844	 16867	135.725374	+57.972754
135.725374	+57.972754	wd	DA          	0859+581  	J090254.08+575821.9	    8.2	150.7	18.199	17.942	18.263	18.515	18.844	 17155	135.725374	+57.972754
135.725374	+57.972754	wd	DA          	0859+581  	J090254.08+575821.9	    8.2	150.7	18.199	17.942	18.263	18.515	18.844	 17067	135.725374	+57.972754
135.737094	+02.878758	wd	DA_auto     	          	J090256.90+025243.5	   15.5	184.0	20.700	20.241	20.375	20.592	20.958	 10733	135.737094	+02.878758
135.742312	+03.340954	wd	DA_auto     	          	J090258.15+032027.4	       	     	20.472	20.268	20.653	20.772	21.526	 15914	135.742312	+03.340954
135.769882	-00.048967	wd	DA          	          	J090304.77-000256.2	    8.2	200.2	20.541	20.184	20.390	20.717	21.025	 13953	135.769882	-00.048967
135.772782	+56.705141	wd	DA          	0859+569  	J090305.46+564218.5	   29.4	236.0	19.515	19.575	20.080	20.394	20.686	 28219	135.772782	+56.705141
135.772782	+56.705141	wd	DA          	0859+569  	J090305.46+564218.5	   29.4	236.0	19.515	19.575	20.080	20.394	20.686	 27601	135.772782	+56.705141
135.772782	+56.705141	wd	DA          	0859+569  	J090305.46+564218.5	   29.4	236.0	19.515	19.575	20.080	20.394	20.686	 27481	135.772782	+56.705141
135.777819	+09.064628	wd	DA_auto     	          	J090306.67+090352.6	   22.2	119.9	19.454	18.999	19.187	19.440	19.694	 13390	135.777819	+09.064628
135.808893	+37.187816	wd	DA_auto     	          	J090314.13+371116.1	    8.7	128.3	20.221	19.978	20.304	20.538	20.983	 16369	135.808893	+37.187816
135.822308	+01.763215	wd	DA          	0900+019  	J090317.35+014547.5	   12.6	127.2	20.543	20.298	20.586	20.887	21.153	 16733	135.822308	+01.763215
135.832734	+36.259133	wd	DB          	          	J090319.85+361532.8	   22.5	169.5	20.158	20.302	20.471	20.808	21.339	 17703	135.832734	+36.259133
135.837732	+06.740842	wd	DA_auto     	          	J090321.05+064427.0	    6.0	110.7	18.241	18.667	19.091	19.370	19.657	 75676	135.837732	+06.740842
135.852447	+03.828149	wd	DA_auto     	          	J090324.58+034941.3	    7.0	183.4	19.560	19.448	19.800	20.133	20.225	 20965	135.852447	+03.828149
135.855090	+08.143633	wd	DA_auto     	          	J090325.22+080837.0	       	     	20.082	20.034	20.233	20.489	20.736	 19520	135.855090	+08.143633
135.861903	+48.019358	wd	DA_auto     	          	J090326.85+480109.6	   15.7	151.4	17.953	18.137	18.580	18.878	19.241	 27907	135.861903	+48.019358
135.864835	+44.454567	wd	DA_auto     	          	J090327.56+442716.4	       	     	19.568	18.907	18.754	18.688	18.693	  7508	135.864835	+44.454567
135.868969	+07.753531	wd	DA_auto     	          	J090328.55+074512.7	    5.0	173.9	19.517	19.137	19.312	19.449	19.701	 11686	135.868969	+07.753531
135.880492	+38.775368	wd	DA_auto     	          	J090331.31+384631.3	       	     	20.495	20.410	20.768	21.064	21.104	 19105	135.880492	+38.775368
135.882209	+56.664114	wd	DA          	0859+568  	J090331.73+563950.8	   27.3	214.1	19.039	18.636	18.751	18.871	18.967	 10114	135.882209	+56.664114
135.882209	+56.664114	wd	DA          	0859+568  	J090331.73+563950.8	   27.3	214.1	19.039	18.636	18.751	18.871	18.967	 10137	135.882209	+56.664114
135.882209	+56.664114	wd	DA          	0859+568  	J090331.73+563950.8	   27.3	214.1	19.039	18.636	18.751	18.871	18.967	 10328	135.882209	+56.664114
135.884569	+06.923119	wd	DA_auto     	          	J090332.29+065523.2	   11.2	145.0	19.769	19.319	19.503	19.692	19.920	 12841	135.884569	+06.923119
135.890453	+41.114150	wd	DA_auto     	          	J090333.70+410650.9	       	     	19.955	20.008	20.289	20.615	20.704	 17622	135.890453	+41.114150
135.905934	+04.260304	wd	DA_auto     	          	J090337.42+041537.0	    6.2	158.6	19.270	19.404	19.802	20.149	20.431	 27616	135.905934	+04.260304
135.912431	+01.195431	wd	DA          	0901+013  	J090338.98+011143.5	    2.6	113.7	19.267	19.514	19.960	20.373	20.562	 30126	135.912431	+01.195431
135.923529	+38.317559	wd	DA_auto     	          	J090341.64+381903.2	   16.5	197.3	20.300	20.237	20.560	20.786	20.546	 18743	135.923529	+38.317559
135.931385	+00.421390	wd	DA          	0901+006  	J090343.53+002517.0	   36.7	311.1	19.888	19.607	19.881	20.151	20.398	 14867	135.931385	+00.421390
135.933945	+57.833018	wd	DA          	0859+580  	J090344.14+574958.8	   14.4	107.1	20.050	19.989	20.410	20.700	21.329	 21284	135.933945	+57.833018
135.933945	+57.833018	wd	DA          	0859+580  	J090344.14+574958.8	   14.4	107.1	20.050	19.989	20.410	20.700	21.329	 21594	135.933945	+57.833018
135.933945	+57.833018	wd	DA          	0859+580  	J090344.14+574958.8	   14.4	107.1	20.050	19.989	20.410	20.700	21.329	 21659	135.933945	+57.833018
135.952370	+08.582367	wd	DA_auto     	          	J090348.56+083456.5	   30.1	271.4	18.073	17.867	18.207	18.492	18.744	 17860	135.952370	+08.582367
135.954646	+05.132593	wd	DA_auto     	          	J090349.11+050757.3	   22.0	196.9	19.393	18.974	19.148	19.353	19.802	 11989	135.954646	+05.132593
135.979882	-00.562039	wd	DA          	          	J090355.17-003343.3	   60.2	156.2	17.742	17.609	17.927	18.184	18.496	 17243	135.979882	-00.562039
136.007351	+38.356244	wd	DA_auto     	          	J090401.76+382122.4	   44.6	217.0	19.292	18.973	19.057	19.245	19.539	 11067	136.007351	+38.356244
136.028806	+10.096033	wd	DA_auto     	          	J090406.91+100545.7	   14.7	111.5	20.188	19.950	20.236	20.450	20.398	 15990	136.028806	+10.096033
136.037649	+01.461388	wd	DB          	0901+016  	J090409.03+012740.9	    3.9	 98.8	17.850	17.965	18.301	18.585	18.854	 22480	136.037649	+01.461388
136.037751	+42.450628	wd	DA+M        	          	J090409.06+422702.2	    4.0	189.8	19.340	19.161	18.891	18.215	17.682	  6301	136.037751	+42.450628
136.043366	+40.805463	wd	DA          	          	J090410.40+404819.6	   42.1	216.6	18.411	18.266	18.568	18.793	18.984	 20056	136.043366	+40.805463
136.068612	+58.716947	wd	DA          	0900+589  	J090416.46+584301.0	   25.1	174.7	17.427	17.542	17.928	18.218	18.527	 23377	136.068612	+58.716947
136.081931	+02.757910	wd	DA_auto     	          	J090419.66+024528.4	   12.4	175.3	20.088	19.688	19.789	19.930	20.161	 12043	136.081931	+02.757910
136.091171	+01.862113	wd	DA          	0901+020  	J090421.88+015143.6	    1.4	196.3	20.406	20.079	20.346	20.558	20.827	 15716	136.091171	+01.862113
136.121366	+05.912111	wd	DA_auto     	          	J090429.12+055443.5	    7.3	275.3	20.455	20.077	20.322	20.614	20.767	 13376	136.121366	+05.912111
136.123387	+06.068902	wd	DA_auto     	          	J090429.61+060408.0	   12.5	150.1	20.591	20.281	20.440	20.683	20.705	 12628	136.123387	+06.068902
136.161573	+00.147594	wd	DC          	0902+003  	J090438.77+000851.3	   66.5	202.5	20.137	19.800	19.747	19.815	20.149	 10098	136.161573	+00.147594
136.162358	+58.670229	wd	DA          	0900+588  	J090438.96+584012.8	   33.9	199.2	19.663	19.167	19.285	19.326	19.550	  9760	136.162358	+58.670229
136.165824	+33.961864	wd	DA_auto     	          	J090439.79+335742.7	   12.6	171.2	19.523	19.489	19.734	20.038	20.323	 20144	136.165824	+33.961864
136.166021	+56.361661	wd	DA+M        	0900+565  	J090439.84+562141.9	  113.3	192.6	19.857	19.362	19.234	18.527	17.790	  6302	136.166021	+56.361661
136.166021	+56.361661	wd	DA+M        	0900+565  	J090439.84+562141.9	  113.3	192.6	19.857	19.362	19.234	18.527	17.790	  6302	136.166021	+56.361661
136.166021	+56.361661	wd	DA+M        	0900+565  	J090439.84+562141.9	  113.3	192.6	19.857	19.362	19.234	18.527	17.790	  6301	136.166021	+56.361661
136.169850	+06.741442	wd	DA_auto     	          	J090440.76+064429.1	    6.8	122.8	19.683	19.369	19.477	19.670	19.784	 11881	136.169850	+06.741442
136.174368	+43.628552	wd	DB          	          	J090441.84+433742.7	    3.8	197.1	19.720	19.935	20.198	20.516	20.727	 16953	136.174368	+43.628552
136.207208	+39.904567	wd	DQ:         	          	J090449.72+395416.4	   87.1	174.9	19.962	19.563	19.434	19.481	19.690	 10088	136.207208	+39.904567
136.207475	+09.528645	wd	DA+M        	          	J090449.79+093143.1	    1.9	178.1	18.450	18.476	18.673	18.394	17.899	  9263	136.207475	+09.528645
136.233828	+52.841617	wd	DB          	0901+530  	J090456.11+525029.8	   16.9	246.1	18.665	18.955	19.411	19.740	19.934	 36708	136.233828	+52.841617
136.234612	+34.641834	wd	DA_auto     	0901+348  	J090456.30+343830.6	   24.1	 53.1	17.920	18.107	18.601	18.895	19.242	 28571	136.234612	+34.641834
136.246917	+37.062327	wd	DA_auto     	          	J090459.26+370344.3	   22.7	283.5	19.439	19.083	19.277	19.453	19.614	 13337	136.246917	+37.062327
136.251735	+35.980658	wd	DA_auto     	          	J090500.41+355850.3	   16.9	171.2	18.784	19.090	19.556	19.924	20.026	 33939	136.251735	+35.980658
136.255180	+01.233822	wd	DA          	0902+014  	J090501.24+011401.7	   16.7	228.8	20.019	19.563	19.747	19.974	20.118	 13465	136.255180	+01.233822
136.265013	+02.929701	wd	DA_auto     	          	J090503.60+025546.9	    7.4	264.3	20.346	19.897	20.196	20.501	21.274	 14758	136.265013	+02.929701
136.268158	+38.229109	wd	DA_auto     	          	J090504.35+381344.7	    7.6	217.2	18.936	19.121	19.590	19.927	20.398	 33202	136.268158	+38.229109
136.272496	+05.803260	wd	DA+M        	          	J090505.39+054811.7	   29.2	222.7	18.214	18.255	18.274	17.548	16.860	  6919	136.272496	+05.803260
136.298200	+02.817437	wd	DA_auto     	          	J090511.56+024902.7	    4.1	316.1	19.665	19.277	19.349	19.537	19.748	 11573	136.298200	+02.817437
136.304442	+06.350448	wd	DA_auto     	          	J090513.06+062101.6	   11.9	132.0	19.355	19.445	19.884	20.159	20.541	 26880	136.304442	+06.350448
136.320729	+03.268042	wd	DA_auto     	          	J090516.97+031604.9	   14.1	231.1	17.406	17.297	17.602	17.885	18.199	 18414	136.320729	+03.268042
136.323823	+01.552108	wd	DZ          	0902+017  	J090517.71+013307.5	   38.1	114.5	19.708	19.439	19.404	19.520	19.572	 10112	136.323823	+01.552108
136.345606	+07.255347	wd	DA_auto     	          	J090522.94+071519.2	   31.9	137.6	19.056	18.600	18.617	18.702	18.782	  8895	136.345606	+07.255347
136.354899	+51.722841	wd	DA          	0901+519  	J090525.17+514322.2	   18.8	 65.6	18.498	18.162	18.052	18.095	18.169	  8481	136.354899	+51.722841
136.356199	+39.727529	wd	DA_auto     	          	J090525.48+394339.1	   77.4	141.8	18.196	17.794	18.085	18.330	18.591	 15333	136.356199	+39.727529
136.361211	+05.303021	wd	DA_auto     	          	J090526.69+051810.8	   22.9	209.9	20.781	20.190	20.345	20.459	20.458	 11270	136.361211	+05.303021
136.373063	+05.428815	wd	DA_auto     	          	J090529.53+052543.7	    6.9	309.1	19.962	19.514	19.745	19.938	20.284	 14298	136.373063	+05.428815
136.373943	+01.193145	wd	DA          	0902+013  	J090529.74+011135.3	   39.7	200.1	20.293	19.825	19.773	19.881	19.955	  8700	136.373943	+01.193145
136.399534	+36.628525	wd	DA_auto     	          	J090535.88+363742.6	   36.5	103.9	19.923	19.547	19.820	20.105	20.199	 13984	136.399534	+36.628525
136.400842	+02.294957	wd	DA          	0903+024  	J090536.20+021741.8	    6.4	 97.6	19.206	18.783	19.043	19.243	19.400	 14677	136.400842	+02.294957
136.401353	+30.169161	wd	DA_auto     	          	J090536.32+301008.9	   29.1	226.5	20.171	19.954	20.205	20.471	20.479	 16879	136.401353	+30.169161
136.410555	+57.887416	wd	DA          	0901+580  	J090538.53+575314.6	   21.2	256.5	20.742	20.328	20.157	20.238	20.189	  8968	136.410555	+57.887416
136.410555	+57.887416	wd	DA          	0901+580  	J090538.53+575314.6	   21.2	256.5	20.742	20.328	20.157	20.238	20.189	  8765	136.410555	+57.887416
136.410555	+57.887416	wd	DA          	0901+580  	J090538.53+575314.6	   21.2	256.5	20.742	20.328	20.157	20.238	20.189	  9140	136.410555	+57.887416
136.411915	+05.098810	wd	DA_auto     	          	J090538.85+050555.7	       	     	20.078	20.043	20.375	20.616	20.683	 20690	136.411915	+05.098810
136.421116	+57.014496	wd	DB:         	          	J090541.06+570052.1	   61.1	162.7	20.460	20.343	20.462	20.692	20.553	 11290	136.421116	+57.014496
136.421116	+57.014496	wd	DB:         	          	J090541.06+570052.1	   61.1	162.7	20.460	20.343	20.462	20.692	20.553	 11099	136.421116	+57.014496
136.426679	+51.082079	wd	DBA         	0902+512  	J090542.40+510455.4	   25.4	157.8	17.668	17.785	18.044	18.280	18.569	 16031	136.426679	+51.082079
136.429109	+34.468414	wd	DA_auto     	          	J090542.98+342806.2	   67.9	192.8	20.071	19.743	19.941	20.161	20.626	 14802	136.429109	+34.468414
136.439851	+32.677411	wd	DA_auto     	          	J090545.56+324038.6	    8.8	173.6	18.272	18.531	18.996	19.320	19.714	 30769	136.439851	+32.677411
136.479263	+03.668444	wd	DA_auto     	          	J090555.02+034006.3	   34.4	141.4	19.138	18.816	19.138	19.336	19.600	 15657	136.479263	+03.668444
136.481544	-00.071641	wd	DA          	          	J090555.57-000417.9	       	     	20.294	20.227	20.581	20.877	21.270	 20372	136.481544	-00.071641
136.484198	+52.592530	wd	DZ          	0902+527  	J090556.20+523533.1	   52.0	273.3	19.628	19.135	19.080	19.180	19.378	 10082	136.484198	+52.592530
136.489414	+52.847020	wd	DB          	0902+530  	J090557.45+525049.2	   14.1	161.0	18.957	19.004	19.227	19.432	19.623	 15455	136.489414	+52.847020
136.498367	+08.723540	wd	DA_auto     	          	J090559.60+084324.7	   50.9	161.1	18.418	17.969	18.137	18.204	18.388	 10116	136.498367	+08.723540
136.501254	+02.223631	wd	DB:         	          	J090600.30+021325.0	       	     	19.874	19.944	20.252	20.422	20.170	 14964	136.501254	+02.223631
136.510599	+43.559020	wd	DA_auto     	          	J090602.54+433332.4	    5.2	120.4	19.900	19.634	19.958	20.311	20.877	 15575	136.510599	+43.559020
136.544490	+01.373150	wd	DA          	0903+015  	J090610.67+012223.3	   82.3	299.2	19.798	19.281	19.102	19.057	19.040	  7480	136.544490	+01.373150
136.544490	+01.373150	wd	DA          	0903+015  	J090610.67+012223.3	   82.3	299.2	19.798	19.281	19.102	19.057	19.040	  7577	136.544490	+01.373150
136.545837	+41.687308	wd	DA_auto     	0902+418  	J090611.00+414114.3	   17.4	212.5	16.717	17.149	17.657	17.983	18.223	 48276	136.545837	+41.687308
136.555691	+42.834158	wd	DA_auto     	          	J090613.36+425002.9	    3.5	197.0	17.658	17.938	18.429	18.773	19.057	 32812	136.555691	+42.834158
136.555786	+30.494532	wd	DA_auto     	          	J090613.38+302940.3	    4.0	308.1	19.644	19.758	20.148	20.528	20.608	 25519	136.555786	+30.494532
136.569423	+44.349024	wd	DA_auto     	          	J090616.66+442056.4	   14.1	185.2	20.246	19.948	20.168	20.379	20.572	 13763	136.569423	+44.349024
136.576840	+02.386566	wd	DA          	0903+025  	J090618.44+022311.6	   19.3	150.2	18.748	18.314	18.173	18.182	18.259	  7007	136.576840	+02.386566
136.590158	+38.165656	wd	DA          	          	J090621.63+380956.3	   34.8	279.3	17.853	17.859	18.216	18.484	18.813	 20471	136.590158	+38.165656
136.597919	+33.352226	wd	DA_auto     	          	J090623.50+332108.0	   14.4	205.3	19.629	19.333	19.627	19.945	20.153	 17488	136.597919	+33.352226
136.601066	-00.407820	wd	DA          	          	J090624.25-002428.1	   20.1	322.7	18.181	17.741	17.909	18.088	18.359	 11520	136.601066	-00.407820
136.625856	+00.971303	wd	DA          	0903+011  	J090630.20+005816.6	    5.3	263.7	19.538	19.355	19.692	19.964	20.411	 18077	136.625856	+00.971303
136.629712	+33.361546	wd	DB          	          	J090631.13+332141.5	       	     	20.333	20.384	20.659	20.861	20.983	 15527	136.629712	+33.361546
136.636083	+08.121105	wd	DAH         	          	J090632.65+080715.9	   98.5	142.3	18.617	18.654	18.820	19.108	19.318	 49027	136.636083	+08.121105
136.650703	+08.284972	wd	DA_auto     	          	J090636.16+081705.8	   13.1	359.0	19.322	19.163	19.488	19.821	20.350	 18489	136.650703	+08.284972
136.660789	+07.016584	wd	DA_auto     	          	J090638.58+070059.7	   34.7	170.6	15.396	15.227	15.569	15.829	16.133	 17433	136.660789	+07.016584
136.664731	+05.137290	wd	DA_auto     	          	J090639.53+050814.2	   10.6	213.1	19.754	19.389	19.567	19.746	19.888	 12528	136.664731	+05.137290
136.667886	+35.293221	wd	DA_auto     	          	J090640.29+351735.5	    4.3	177.4	20.443	19.988	20.266	20.520	20.552	 14508	136.667886	+35.293221
136.693590	+30.662970	wd	DA_auto     	          	J090646.46+303946.6	       	     	19.644	19.514	19.791	20.033	20.203	 18757	136.693590	+30.662970
136.722219	+39.313593	wd	DA_auto     	          	J090653.33+391848.9	   20.0	114.3	19.494	19.136	19.393	19.598	19.869	 13326	136.722219	+39.313593
136.723499	+04.485097	wd	DC:         	          	J090653.63+042906.3	   92.0	152.4	19.229	18.874	18.797	18.810	18.901	 10088	136.723499	+04.485097
136.726700	+38.476602	wd	DA          	          	J090654.40+382835.7	   12.2	254.5	20.130	19.951	20.327	20.639	21.186	 19105	136.726700	+38.476602
136.735422	+10.978885	wd	DA_auto     	          	J090656.50+105843.9	    3.4	 59.4	20.117	19.947	20.240	20.530	20.730	 17314	136.735422	+10.978885
136.769778	+57.456596	wd	DA          	0903+576  	J090704.74+572723.7	   12.4	330.0	18.983	18.930	19.290	19.524	19.687	 21548	136.769778	+57.456596
136.769778	+57.456596	wd	DA          	0903+576  	J090704.74+572723.7	   12.4	330.0	18.983	18.930	19.290	19.524	19.687	 20656	136.769778	+57.456596
136.769778	+57.456596	wd	DA          	0903+576  	J090704.74+572723.7	   12.4	330.0	18.983	18.930	19.290	19.524	19.687	 19193	136.769778	+57.456596
136.778894	+08.356220	wd	DA_auto     	          	J090706.93+082122.3	       	     	20.778	20.411	20.646	20.909	20.965	 14754	136.778894	+08.356220
136.788080	+42.030712	wd	DA_auto     	          	J090709.13+420150.5	    2.7	136.4	19.138	19.504	20.009	20.339	20.378	 37781	136.788080	+42.030712
136.801538	+36.721778	wd	DA_auto     	          	J090712.36+364318.3	   91.8	178.3	17.123	16.726	16.707	16.749	16.849	  8814	136.801538	+36.721778
136.805866	+10.713359	wd	DA_auto     	          	J090713.40+104248.0	   48.8	192.7	18.171	17.725	17.581	17.559	17.630	  7966	136.805866	+10.713359
136.807816	+47.179951	wd	DA_auto     	          	J090713.87+471047.8	   71.1	227.7	17.996	17.525	17.647	17.771	17.888	  9878	136.807816	+47.179951
136.814452	+39.215356	wd	DA_auto     	          	J090715.46+391255.2	  114.2	224.5	18.619	18.201	18.212	18.271	18.395	  8651	136.814452	+39.215356
136.816418	+46.361301	wd	DA_auto     	          	J090715.94+462140.6	   25.2	286.0	19.197	18.866	18.835	18.889	19.144	  8645	136.816418	+46.361301
136.825417	+57.054565	wd	DA          	0903+572  	J090718.10+570316.4	   29.4	207.9	18.479	18.619	19.090	19.402	19.739	 28204	136.825417	+57.054565
136.825417	+57.054565	wd	DA          	0903+572  	J090718.10+570316.4	   29.4	207.9	18.479	18.619	19.090	19.402	19.739	 27892	136.825417	+57.054565
136.825417	+57.054565	wd	DA          	0903+572  	J090718.10+570316.4	   29.4	207.9	18.479	18.619	19.090	19.402	19.739	 28204	136.825417	+57.054565
136.829998	+34.301615	wd	DA_auto     	          	J090719.19+341805.8	       	     	20.724	20.296	20.321	20.348	20.083	  8567	136.829998	+34.301615
136.830233	+33.000230	wd	DA_auto     	          	J090719.25+330000.8	  204.2	171.3	19.548	18.970	18.745	18.675	18.678	  7368	136.830233	+33.000230
136.830730	+38.404449	wd	DA_auto     	          	J090719.37+382416.0	   14.4	171.7	20.085	20.129	20.531	20.870	21.350	 24196	136.830730	+38.404449
136.848653	+58.557963	wd	DA          	0903+587  	J090723.67+583328.6	   13.8	 74.9	19.384	19.268	19.606	19.827	20.006	 18598	136.848653	+58.557963
136.862136	+01.262969	wd	DA          	0904+014  	J090726.91+011546.6	   38.8	150.4	19.372	18.913	18.965	19.077	19.288	  9857	136.862136	+01.262969
136.869041	+38.062945	wd	DA_auto     	          	J090728.56+380346.6	   29.0	172.3	19.899	19.709	20.018	20.351	20.750	 17143	136.869041	+38.062945
136.871273	+51.634912	wd	DC          	0903+518  	J090729.10+513805.6	   61.9	172.6	19.098	18.629	18.483	18.514	18.612	 10082	136.871273	+51.634912
136.877739	+38.298374	wd	DA_auto     	          	J090730.65+381754.1	   19.2	214.9	17.993	17.925	18.232	18.524	18.719	 19890	136.877739	+38.298374
136.911728	+43.577840	wd	DA_auto     	          	J090738.81+433440.2	   26.0	272.3	19.958	19.552	19.860	20.079	20.203	 14039	136.911728	+43.577840
136.919078	+05.896895	wd	DA_auto     	          	J090740.57+055348.8	   15.3	160.9	18.800	18.353	18.391	18.460	18.586	  9256	136.919078	+05.896895
136.943054	-00.778001	wd	DC          	          	J090746.33-004640.8	   37.9	261.1	19.537	19.469	19.623	19.769	19.889	 11265	136.943054	-00.778001
